BUYER_COUNTY,BUYER_STATE,mme,quantity,year,population
DAVIS,IA,671.3931750000005,424.0,2007,8676.0
HARRISON,IA,3736.4671125,2600.0,2007,15177.0
PAGE,IA,2730.0017545875025,2524.0,2007,16256.0
JACKSON,IA,2289.189244537507,1545.0,2007,20015.0
JONES,IA,1275.2214175000065,1064.0,2007,20803.0
SAC,IA,394.4442524999997,439.0,2007,10532.0
LYON,IA,1182.8675505000035,864.0,2007,11536.0
VAN BUREN,IA,698.0535360000017,374.0,2007,7690.0
MILLS,IA,1893.0358650000023,1016.0,2007,15239.0
RINGGOLD,IA,645.9418500000015,290.0,2007,5201.0
DELAWARE,IA,917.8909875000039,795.0,2007,17981.0
OSCEOLA,IA,542.8010099999991,542.0,2007,6600.0
WINNESHIEK,IA,1276.3386750000066,1278.0,2007,21078.0
SIOUX,IA,1654.7294723625016,1691.0,2007,33150.0
LINN,IA,28800.872709838823,18859.0,2007,205840.0
IOWA,IA,1061.4237870000047,953.0,2007,16308.0
SCOTT,IA,31915.997422363507,21701.0,2007,160077.0
BREMER,IA,3530.784872362511,3048.0,2007,24237.0
FREMONT,IA,864.2433720000032,1049.0,2007,7642.0
ALLAMAKEE,IA,1058.7765750000044,820.0,2007,14335.0
MONONA,IA,1928.1828885000025,1318.0,2007,9423.0
CLARKE,IA,2498.587023600005,1099.0,2007,9149.0
LEE,IA,8177.069159362637,6109.0,2007,36130.0
DUBUQUE,IA,10140.930818000126,8052.0,2007,92130.0
BENTON,IA,1794.3030388625077,1474.0,2007,26066.0
CHICKASAW,IA,526.9066508624994,517.0,2007,12540.0
WAPELLO,IA,7737.924847350058,4093.0,2007,35458.0
WRIGHT,IA,2593.768837500012,1751.0,2007,13492.0
POTTAWATTAMIE,IA,21277.495569450813,17018.0,2007,91239.0
HOWARD,IA,1147.761262500003,644.0,2007,9636.0
DECATUR,IA,1233.9822975000025,739.0,2007,8569.0
BUTLER,IA,662.3535251624996,658.0,2007,14961.0
WORTH,IA,289.64782499999967,238.0,2007,7655.0
CERRO GORDO,IA,11969.986803000034,6987.0,2007,44461.0
LOUISA,IA,396.1386749999997,485.0,2007,11892.0
EMMET,IA,788.7335807249997,752.0,2007,10417.0
CLAYTON,IA,1403.6568375000033,1204.0,2007,18259.0
WAYNE,IA,978.954378,1018.0,2007,6376.0
GRUNDY,IA,2628.347829675004,2022.0,2007,12317.0
HARDIN,IA,2990.4233478624988,2436.0,2007,17789.0
POCAHONTAS,IA,458.3094899999999,303.0,2007,7667.0
CEDAR,IA,731.0051520000023,790.0,2007,18321.0
CALHOUN,IA,850.3642500000003,1033.0,2007,9947.0
CLAY,IA,2246.0465948625038,1621.0,2007,16725.0
BLACK HAWK,IA,20224.25114478823,16491.0,2008,129203.0
IOWA,IA,1278.1119083625065,1187.0,2008,16337.0
BREMER,IA,4140.0045413625385,4972.0,2008,24162.0
CLINTON,IA,8108.477326500136,5187.0,2008,49303.0
PAGE,IA,3024.5512882625067,2962.0,2008,16083.0
MAHASKA,IA,5115.158328862533,2917.0,2008,22483.0
MITCHELL,IA,552.2178749999995,432.0,2008,10815.0
CLAY,IA,2442.147064500002,1706.0,2008,16697.0
DUBUQUE,IA,11491.731708500105,8702.0,2008,92519.0
CERRO GORDO,IA,12607.260030862495,7511.0,2008,44285.0
CHEROKEE,IA,1068.8285250000017,688.0,2008,12014.0
ADAIR,IA,1229.7391070250028,890.0,2008,7747.0
MONROE,IA,1307.1078750000056,728.0,2008,7904.0
HENRY,IA,2279.939032500002,1764.0,2008,20307.0
WAYNE,IA,1306.4843400000016,1461.0,2008,6373.0
HAMILTON,IA,2083.42327500001,2018.0,2008,15863.0
GREENE,IA,1648.247662500005,1109.0,2008,9415.0
WASHINGTON,IA,2251.581791362505,1625.0,2008,21686.0
KOSSUTH,IA,2119.050075000008,1425.0,2008,15685.0
WARREN,IA,8290.453956000129,5737.0,2008,45450.0
RINGGOLD,IA,503.5680749999994,311.0,2008,5164.0
BUTLER,IA,873.2323820625011,834.0,2008,14957.0
FRANKLIN,IA,1285.1187750000045,843.0,2008,10690.0
HUMBOLDT,IA,1628.1914625000034,965.0,2008,9911.0
DALLAS,IA,6240.418162500025,3379.0,2008,62144.0
BUENA VISTA,IA,1127.8862985000058,1077.0,2008,19855.0
WRIGHT,IA,2710.4834190000106,2101.0,2008,13375.0
BOONE,IA,7808.2447583626345,4485.0,2008,26454.0
CHICKASAW,IA,531.3445874999999,558.0,2008,12471.0
CASS,IA,1922.539426350005,2128.0,2008,13935.0
LEE,IA,9935.409956000156,7222.0,2008,35819.0
MONONA,IA,2226.2937375000038,1449.0,2008,9350.0
LOUISA,IA,378.9604124999989,446.0,2008,11830.0
MUSCATINE,IA,5106.662109000034,3591.0,2008,42515.0
SCOTT,IA,33572.48051400129,23789.0,2008,161824.0
LINN,IA,32944.543407539204,21328.0,2008,208558.0
MARSHALL,IA,8027.5422435002065,5466.0,2008,40151.0
FREMONT,IA,731.0761538625007,713.0,2008,7489.0
WAPELLO,IA,8100.986876812592,4757.0,2008,35381.0
JASPER,IA,8668.171865000097,5289.0,2008,37103.0
POCAHONTAS,IA,458.7313875,319.0,2008,7510.0
TAYLOR,IA,617.6377364999996,603.0,2008,6348.0
FLOYD,IA,1869.234520500004,1428.0,2008,16331.0
DES MOINES,IA,9130.991098500172,6678.0,2008,40235.0
STORY,IA,9290.72432958775,7577.0,2008,87831.0
JEFFERSON,IA,3728.8052829374974,2685.0,2008,16607.0
MARION,IA,8716.663368862632,5180.0,2008,33515.0
PALO ALTO,IA,718.3899749999997,902.0,2008,9486.0
POTTAWATTAMIE,IA,21860.43434231346,18308.0,2008,91781.0
CRAWFORD,IA,1396.9709400000077,1491.0,2008,16881.0
TAMA,IA,1015.1725065000026,945.0,2008,17986.0
MONTGOMERY,IA,2704.4047125000047,1722.0,2008,10823.0
CEDAR,IA,736.7591250000024,784.0,2008,18460.0
ALLAMAKEE,IA,1119.981712500005,916.0,2008,14325.0
DICKINSON,IA,2067.885073500011,1569.0,2008,16690.0
HANCOCK,IA,688.7643750000003,504.0,2008,11525.0
SHELBY,IA,1413.103912500004,1227.0,2008,12338.0
MILLS,IA,2519.0390250000078,1499.0,2008,15214.0
PLYMOUTH,IA,1498.6579990875089,1506.0,2008,24898.0
EMMET,IA,860.6111198624997,799.0,2008,10448.0
DAVIS,IA,583.0027915875005,372.0,2008,8675.0
KEOKUK,IA,271.96109999999965,270.0,2008,10620.0
FAYETTE,IA,3777.985627950011,2420.0,2008,20910.0
WOODBURY,IA,12063.67424058782,8409.0,2008,100910.0
JACKSON,IA,2417.617650675005,1745.0,2008,19919.0
BUCHANAN,IA,1224.652875000003,1287.0,2008,21154.0
SAC,IA,451.66758749999985,504.0,2008,10475.0
CARROLL,IA,3365.5550178000026,2985.0,2008,20742.0
DECATUR,IA,1253.6646195000014,720.0,2008,8457.0
VAN BUREN,IA,577.1049570000008,318.0,2008,7699.0
ADAMS,IA,998.2243500000003,503.0,2008,4151.0
JONES,IA,1737.4818440000065,1478.0,2008,20848.0
OSCEOLA,IA,555.8320769999991,514.0,2008,6617.0
WINNEBAGO,IA,2210.44605,1528.0,2008,10927.0
SIOUX,IA,1658.7007110000054,1820.0,2008,33364.0
GUTHRIE,IA,2126.1417077250007,1207.0,2008,11038.0
AUDUBON,IA,513.8454900000002,443.0,2008,6200.0
GRUNDY,IA,2236.5695550375035,2129.0,2008,12359.0
CALHOUN,IA,789.857325000002,912.0,2008,9845.0
IDA,IA,1051.228812500003,674.0,2008,7215.0
HARDIN,IA,3484.9758008625026,2709.0,2008,17690.0
WEBSTER,IA,8067.730948500171,6747.0,2008,38273.0
HOWARD,IA,1424.2870875000058,918.0,2008,9625.0
POWESHIEK,IA,3685.941934500015,2951.0,2008,19025.0
POLK,IA,138193.42855663036,85030.0,2008,419495.0
WORTH,IA,269.4552374999998,284.0,2008,7632.0
APPANOOSE,IA,3209.252234812487,2852.0,2008,12950.0
OBRIEN,IA,1044.3831000000025,765.0,2008,14332.0
CLAYTON,IA,1313.5806375000059,1198.0,2008,18209.0
MADISON,IA,2851.210350000011,1619.0,2008,15517.0
LYON,IA,1447.966327500004,1064.0,2008,11545.0
CLARKE,IA,3147.704774512502,1615.0,2008,9217.0
BENTON,IA,2224.9878900000085,1700.0,2008,26097.0
DELAWARE,IA,942.8741625000044,878.0,2008,17840.0
HARRISON,IA,3222.806511862507,2612.0,2008,14946.0
WINNESHIEK,IA,1377.444495000006,1290.0,2008,20980.0
LUCAS,IA,3211.5042000000035,1674.0,2008,9137.0
UNION,IA,3281.106937499999,2636.0,2008,12447.0
JOHNSON,IA,10419.578666500222,7962.0,2008,127113.0
WAYNE,IA,1201.6548000000034,840.0,2009,6329.0
WARREN,IA,8433.753656587673,6242.0,2009,44192.0
IDA,IA,1084.8267375000007,1142.0,2009,6971.0
MILLS,IA,2700.9607875000074,1884.0,2009,15052.0
WINNESHIEK,IA,1603.4987100000033,1284.0,2009,20764.0
HOWARD,IA,1683.2439375000079,1083.0,2009,9488.0
LEE,IA,10110.136950000191,7586.0,2009,35772.0
DECATUR,IA,1059.262350000001,818.0,2009,8321.0
POCAHONTAS,IA,622.3601250000012,526.0,2009,7574.0
WINNEBAGO,IA,2255.696332500004,1644.0,2009,10835.0
RINGGOLD,IA,687.1848750000007,490.0,2009,5062.0
BUENA VISTA,IA,1394.3415038625076,1352.0,2009,19573.0
LYON,IA,1476.771412500003,917.0,2009,11274.0
BOONE,IA,6138.277770225089,4550.0,2009,26222.0
OBRIEN,IA,1083.2718375000022,805.0,2009,14062.0
KEOKUK,IA,288.1241249999997,346.0,2009,10712.0
DICKINSON,IA,2265.7581750000104,1952.0,2009,16616.0
HANCOCK,IA,966.8071875000012,708.0,2009,11339.0
WASHINGTON,IA,2327.689053862509,1768.0,2009,21152.0
DES MOINES,IA,9605.30755136273,7950.0,2009,40700.0
CARROLL,IA,3784.23567907502,3068.0,2009,20764.0
UNION,IA,3492.384477037499,2638.0,2009,12076.0
WORTH,IA,365.6628413624996,338.0,2009,7620.0
CLARKE,IA,3017.326525425005,1704.0,2009,9068.0
DELAWARE,IA,1043.8747538625025,923.0,2009,17445.0
CLAY,IA,2535.8968125000088,2181.0,2009,16676.0
ADAIR,IA,1373.0400799875051,1091.0,2009,7555.0
MONROE,IA,1311.4074750000045,776.0,2009,7612.0
CLAYTON,IA,1124.2101750000024,1099.0,2009,17667.0
MITCHELL,IA,540.1009124999994,403.0,2009,10790.0
FRANKLIN,IA,1573.3379625000055,1002.0,2009,10594.0
ALLAMAKEE,IA,1220.9791875000012,915.0,2009,14421.0
HAMILTON,IA,2191.4579625000047,1892.0,2009,15555.0
SHELBY,IA,1455.0843375000027,1278.0,2009,12218.0
CALHOUN,IA,849.2390625000005,975.0,2009,9964.0
MONONA,IA,1984.4896275000056,1685.0,2009,9118.0
LUCAS,IA,2839.337891362503,1791.0,2009,9410.0
DAVIS,IA,594.6590100000006,406.0,2009,8549.0
JASPER,IA,8897.505892500129,5501.0,2009,36606.0
JACKSON,IA,2658.0451913625147,1982.0,2009,19892.0
TAYLOR,IA,679.2394875000006,638.0,2009,6434.0
ADAMS,IA,1057.1320125000007,441.0,2009,4072.0
GUTHRIE,IA,2155.164037500008,1352.0,2009,11032.0
MARION,IA,8682.045364087639,5178.0,2009,32650.0
VAN BUREN,IA,620.4296625000005,346.0,2009,7662.0
HARRISON,IA,3432.197332725017,2752.0,2009,15410.0
DUBUQUE,IA,12019.31337772525,9603.0,2009,92046.0
PALO ALTO,IA,682.5117374999987,913.0,2009,9405.0
AUDUBON,IA,572.4990000000003,547.0,2009,6140.0
MADISON,IA,3065.4196500000103,1909.0,2009,15253.0
CRAWFORD,IA,1838.9154750000089,1866.0,2009,16479.0
CASS,IA,2270.4935193000097,2425.0,2009,13854.0
CHEROKEE,IA,1343.0311125000019,839.0,2009,11681.0
BREMER,IA,4161.075930000033,4083.0,2009,23505.0
TAMA,IA,1149.8614395375052,1084.0,2009,17659.0
GREENE,IA,1710.8126625000073,1156.0,2009,9489.0
BUCHANAN,IA,1278.1636875000047,1462.0,2009,20911.0
LOUISA,IA,397.0301624999994,484.0,2009,11657.0
SAC,IA,412.8993452249997,521.0,2009,10311.0
POTTAWATTAMIE,IA,24143.99819658848,21909.0,2009,89627.0
JEFFERSON,IA,3813.120443399992,3116.0,2009,15496.0
FAYETTE,IA,3336.6855750000122,2638.0,2009,20484.0
STORY,IA,10090.832396812768,8119.0,2009,84780.0
WAPELLO,IA,7934.650650225099,5685.0,2009,35484.0
IOWA,IA,1424.820225000008,1473.0,2009,15840.0
WRIGHT,IA,3046.4383875000153,2272.0,2009,13039.0
CERRO GORDO,IA,12740.17968750008,8687.0,2009,43927.0
WEBSTER,IA,8803.7596200002,7561.0,2009,38458.0
HENRY,IA,2592.7388325,1983.0,2009,20078.0
BENTON,IA,2031.9235163625103,1801.0,2009,26628.0
MARSHALL,IA,9142.454602500196,6369.0,2009,39093.0
PLYMOUTH,IA,1737.736852500006,1733.0,2009,24356.0
SCOTT,IA,35538.192563401266,29198.0,2009,162994.0
WOODBURY,IA,12974.157326362878,9764.0,2009,101764.0
HARDIN,IA,3068.6851695375044,2772.0,2009,17486.0
OSCEOLA,IA,521.9526749999981,571.0,2009,6486.0
EMMET,IA,776.5568999999997,749.0,2009,10357.0
FLOYD,IA,2000.530087500008,1564.0,2009,16162.0
POWESHIEK,IA,3630.6839813625043,3004.0,2009,18564.0
MUSCATINE,IA,5289.359362500031,3539.0,2009,42448.0
KOSSUTH,IA,1752.8774625000094,1396.0,2009,15495.0
MAHASKA,IA,4633.317900225024,3161.0,2009,22094.0
POLK,IA,148990.03203496966,93507.0,2009,415949.0
CHICKASAW,IA,637.0164375000005,757.0,2009,12160.0
CEDAR,IA,791.8179750000024,809.0,2009,17987.0
MONTGOMERY,IA,2890.233112500017,2154.0,2009,10968.0
BUTLER,IA,848.6076061125003,1036.0,2009,14581.0
JOHNSON,IA,10969.997775000236,8337.0,2009,125810.0
LINN,IA,34034.107032151966,25208.0,2009,204955.0
BLACK HAWK,IA,20735.866433100746,18144.0,2009,127369.0
CLINTON,IA,9117.464910000104,6010.0,2009,49129.0
FREMONT,IA,730.1614124999999,762.0,2009,7488.0
DALLAS,IA,6924.937166362563,3712.0,2009,57115.0
HUMBOLDT,IA,1506.0775125000034,1183.0,2009,9645.0
APPANOOSE,IA,2973.5480663625026,2711.0,2009,12975.0
GRUNDY,IA,2305.3557981750077,2279.0,2009,12166.0
SIOUX,IA,1802.7815250000067,1978.0,2009,32069.0
PAGE,IA,3374.6294138625153,3385.0,2009,15749.0
JONES,IA,1809.290040000012,1596.0,2009,20365.0
MUSCATINE,IA,5683.1139750000475,4009.0,2010,42501.0
SIOUX,IA,2014.3817249999984,2398.0,2010,33377.0
HANCOCK,IA,1069.6641375000027,835.0,2010,11505.0
DELAWARE,IA,1177.3270538625027,1139.0,2010,17857.0
SHELBY,IA,1858.6368375000063,1525.0,2010,12328.0
HARDIN,IA,3105.71058750001,2758.0,2010,17685.0
WASHINGTON,IA,2332.784077500012,1980.0,2010,21626.0
LINN,IA,36332.173521302495,28449.0,2010,207765.0
JACKSON,IA,3042.2055231750032,2446.0,2010,19942.0
CEDAR,IA,770.6982375000024,866.0,2010,18414.0
POWESHIEK,IA,3862.740037499999,3256.0,2010,19012.0
SAC,IA,540.2793749999998,698.0,2010,10480.0
ALLAMAKEE,IA,1383.661537500005,1015.0,2010,14331.0
JASPER,IA,10994.079112500172,6745.0,2010,37050.0
MAHASKA,IA,4909.024425000037,3450.0,2010,22382.0
GRUNDY,IA,1516.8936904500076,1641.0,2010,12401.0
PLYMOUTH,IA,1947.6028860000056,1951.0,2010,24933.0
CARROLL,IA,3804.968381362528,3202.0,2010,20805.0
POLK,IA,161267.8352365322,111085.0,2010,419301.0
LYON,IA,1330.8026625000034,924.0,2010,11564.0
WRIGHT,IA,3399.7996125000263,2522.0,2010,13384.0
WINNEBAGO,IA,2875.9974749999988,2159.0,2010,10962.0
PAGE,IA,3856.43479136251,4040.0,2010,16095.0
WORTH,IA,455.9503124999995,362.0,2010,7628.0
BUENA VISTA,IA,1437.8659500000085,1529.0,2010,19980.0
MILLS,IA,2932.303248862505,2198.0,2010,15157.0
CHICKASAW,IA,747.324675000002,853.0,2010,12499.0
WAYNE,IA,1268.391382725,883.0,2010,6404.0
DECATUR,IA,1422.9793875000046,928.0,2010,8508.0
IOWA,IA,1527.0802654500073,1388.0,2010,16353.0
BUTLER,IA,1115.5530663375002,1172.0,2010,14892.0
BUCHANAN,IA,1379.2750875000033,1571.0,2010,21026.0
IDA,IA,1121.5141875000013,1325.0,2010,7172.0
JONES,IA,2171.8054125000085,2030.0,2010,20708.0
WOODBURY,IA,14375.570843175403,11189.0,2010,101217.0
GUTHRIE,IA,2036.6854875000079,1402.0,2010,11040.0
OSCEOLA,IA,493.65511499999917,673.0,2010,6576.0
TAYLOR,IA,416.5041374999997,454.0,2010,6402.0
BENTON,IA,2181.80501250001,1853.0,2010,26098.0
FAYETTE,IA,3706.820737500024,3197.0,2010,20992.0
HARRISON,IA,3481.6862738625073,3244.0,2010,15073.0
ADAMS,IA,415.3399124999999,236.0,2010,4127.0
STORY,IA,11321.46274522528,9864.0,2010,87594.0
MADISON,IA,3210.226616362519,2169.0,2010,15488.0
POTTAWATTAMIE,IA,25054.251368176137,22661.0,2010,91928.0
TAMA,IA,1130.9112938625058,1143.0,2010,17952.0
AUDUBON,IA,641.9193899999998,629.0,2010,6186.0
WINNESHIEK,IA,1843.244070000008,1798.0,2010,21031.0
CALHOUN,IA,1017.6399750000016,1096.0,2010,9846.0
VAN BUREN,IA,748.0857000000017,463.0,2010,7645.0
CLAYTON,IA,1159.3351875000033,1195.0,2010,18202.0
CLARKE,IA,3474.569034975001,2049.0,2010,9218.0
CLINTON,IA,9891.812797500097,6726.0,2010,49274.0
MONONA,IA,1929.3495000000034,1914.0,2010,9346.0
LUCAS,IA,2713.528800000005,1839.0,2010,9116.0
EMMET,IA,882.6197625000011,812.0,2010,10389.0
SCOTT,IA,38392.82055090168,38296.0,2010,162184.0
MONTGOMERY,IA,2840.659425000008,2287.0,2010,10901.0
FREMONT,IA,894.1897124999997,957.0,2010,7528.0
DES MOINES,IA,9811.12479000024,8411.0,2010,40266.0
FLOYD,IA,2161.5609375000067,1590.0,2010,16394.0
WAPELLO,IA,8165.876595000156,6456.0,2010,35553.0
MARION,IA,8687.837325000166,5754.0,2010,33378.0
JEFFERSON,IA,3956.954662499992,3354.0,2010,16643.0
DAVIS,IA,520.5162865874998,428.0,2010,8687.0
LOUISA,IA,389.3500499999994,524.0,2010,11683.0
GREENE,IA,1931.7833625000048,1481.0,2010,9448.0
PALO ALTO,IA,683.8292249999985,1117.0,2010,9508.0
WARREN,IA,9307.118985225228,7118.0,2010,45346.0
KOSSUTH,IA,2226.7432500000064,1703.0,2010,15748.0
FRANKLIN,IA,1676.9368875000055,1031.0,2010,10697.0
POCAHONTAS,IA,831.4798875000023,673.0,2010,7509.0
LEE,IA,11171.165013862688,8596.0,2010,35991.0
HUMBOLDT,IA,1638.9447749999986,1390.0,2010,9905.0
BLACK HAWK,IA,21982.202947425918,20034.0,2010,129252.0
DALLAS,IA,7523.5386525000795,4484.0,2010,61714.0
BOONE,IA,6474.197775000108,4836.0,2010,26424.0
RINGGOLD,IA,809.4399000000017,627.0,2010,5169.0
DUBUQUE,IA,14024.606760000372,12428.0,2010,92547.0
KEOKUK,IA,362.12114999999983,436.0,2010,10614.0
DICKINSON,IA,2447.2627240875117,2346.0,2010,16665.0
CASS,IA,3141.3144049875164,3328.0,2010,13969.0
MITCHELL,IA,630.8816999999998,563.0,2010,10801.0
WEBSTER,IA,10643.741857725294,9075.0,2010,38286.0
OBRIEN,IA,1326.8980424999984,938.0,2010,14419.0
BREMER,IA,4881.30290250009,5251.0,2010,24185.0
MARSHALL,IA,10158.730702500201,7371.0,2010,40131.0
APPANOOSE,IA,3371.728950000001,3256.0,2010,13029.0
CLAY,IA,2941.859265000005,2706.0,2010,16718.0
CHEROKEE,IA,1385.2339125000042,982.0,2010,12086.0
CRAWFORD,IA,1926.0142575000118,1996.0,2010,16951.0
JOHNSON,IA,11749.293997500266,9533.0,2010,126994.0
MONROE,IA,1686.6924750000082,1050.0,2010,7918.0
HENRY,IA,2839.355587500001,2051.0,2010,20263.0
CERRO GORDO,IA,15102.205732725139,10190.0,2010,44324.0
HAMILTON,IA,2381.4227625000103,2039.0,2010,15874.0
HOWARD,IA,2757.413512500012,1545.0,2010,9610.0
UNION,IA,3074.173170225005,2823.0,2010,12409.0
ADAIR,IA,1376.1534750000048,1229.0,2010,7779.0
LINN,IA,36580.244803577254,29628.0,2011,210011.0
FAYETTE,IA,4088.9547231750294,3916.0,2011,20938.0
SAC,IA,600.9577770374996,754.0,2011,10388.0
IDA,IA,1082.8226400000003,1356.0,2011,7139.0
SCOTT,IA,43687.403370902575,44887.0,2011,163667.0
JOHNSON,IA,12216.612087225249,11692.0,2011,129159.0
POLK,IA,186270.76454019547,137491.0,2011,425582.0
BLACK HAWK,IA,23576.3486629134,22590.0,2011,130060.0
KEOKUK,IA,436.68140999999946,465.0,2011,10548.0
APPANOOSE,IA,3804.4056788625153,3798.0,2011,12926.0
WAYNE,IA,1337.866537500003,906.0,2011,6372.0
BUTLER,IA,1279.1981570249984,1302.0,2011,14893.0
HOWARD,IA,2944.8741375000154,2058.0,2011,9591.0
WRIGHT,IA,3776.804662500018,2572.0,2011,13278.0
MUSCATINE,IA,6073.437390000079,4524.0,2011,42634.0
HARDIN,IA,3261.4659600000123,3086.0,2011,17595.0
RINGGOLD,IA,836.3940000000018,795.0,2011,5148.0
MONONA,IA,2336.569612500011,2316.0,2011,9299.0
WINNESHIEK,IA,1855.3607100000065,1980.0,2011,21033.0
FRANKLIN,IA,2257.364377500008,1182.0,2011,10705.0
WOODBURY,IA,15652.844479087995,13651.0,2011,101566.0
BREMER,IA,6130.565565225145,6071.0,2011,24231.0
LOUISA,IA,398.8368374999996,551.0,2011,11576.0
LYON,IA,1806.3026100000063,1206.0,2011,11579.0
ADAIR,IA,1487.4325125000062,1436.0,2011,7699.0
CLINTON,IA,11078.80718250018,8250.0,2011,49185.0
FREMONT,IA,1204.9569375000008,1120.0,2011,7476.0
DELAWARE,IA,1413.6275625000062,1302.0,2011,17804.0
SIOUX,IA,2445.2067975000077,3181.0,2011,33545.0
PLYMOUTH,IA,2224.1491125000107,2101.0,2011,24915.0
MITCHELL,IA,795.079725000002,844.0,2011,10794.0
HARRISON,IA,3843.6690674999995,3396.0,2011,14969.0
MAHASKA,IA,4762.7956688625345,3439.0,2011,22433.0
MILLS,IA,3020.1441000000077,3032.0,2011,15112.0
BUCHANAN,IA,1538.6925150000034,1986.0,2011,21022.0
ALLAMAKEE,IA,1818.5397750000034,1360.0,2011,14309.0
WORTH,IA,485.6245649999994,335.0,2011,7605.0
CEDAR,IA,920.5221413625037,1091.0,2011,18427.0
CRAWFORD,IA,1988.5713825000128,2075.0,2011,17035.0
POTTAWATTAMIE,IA,24339.696709313346,23709.0,2011,92464.0
OSCEOLA,IA,845.4493425000023,611.0,2011,6506.0
CHICKASAW,IA,928.1156775000006,1079.0,2011,12470.0
PALO ALTO,IA,733.6302749999976,1250.0,2011,9478.0
POWESHIEK,IA,3946.9741538625262,3559.0,2011,18965.0
WAPELLO,IA,9443.274454087616,7188.0,2011,35473.0
CASS,IA,3306.9553136250147,3638.0,2011,13928.0
JACKSON,IA,3321.0159150000177,2703.0,2011,19884.0
GUTHRIE,IA,1884.515565000005,1447.0,2011,10991.0
ADAMS,IA,284.17064999999974,211.0,2011,4085.0
HANCOCK,IA,1018.2366375000012,795.0,2011,11416.0
KOSSUTH,IA,2675.6834775000066,2307.0,2011,15622.0
WARREN,IA,10382.55078000027,8496.0,2011,45859.0
MONROE,IA,1565.9256750000052,971.0,2011,7949.0
WASHINGTON,IA,2658.222525000016,2303.0,2011,21707.0
GREENE,IA,1949.8472250000034,1474.0,2011,9382.0
PAGE,IA,4225.7788875000215,4647.0,2011,16029.0
POCAHONTAS,IA,896.2264875000033,779.0,2011,7407.0
JASPER,IA,10354.487550225203,6693.0,2011,36902.0
DAVIS,IA,622.1902727250008,466.0,2011,8723.0
JEFFERSON,IA,3753.5489663625153,3274.0,2011,16721.0
CERRO GORDO,IA,16091.060377500195,11499.0,2011,44206.0
MARION,IA,10765.744680000204,7007.0,2011,33372.0
FLOYD,IA,2920.996448175003,1902.0,2011,16292.0
SHELBY,IA,1715.289712500005,1565.0,2011,12242.0
CLAYTON,IA,1400.3668125000033,1539.0,2011,18150.0
DES MOINES,IA,10770.004537500236,9069.0,2011,40255.0
MARSHALL,IA,10424.242020000207,7766.0,2011,40398.0
EMMET,IA,896.5049250000003,883.0,2011,10323.0
UNION,IA,3377.448765000004,3215.0,2011,12471.0
OBRIEN,IA,1394.958577500002,1227.0,2011,14352.0
MONTGOMERY,IA,2896.7611125000108,2395.0,2011,10792.0
LUCAS,IA,2711.8581827250077,1718.0,2011,9021.0
WEBSTER,IA,10251.537930000217,8740.0,2011,38105.0
CLAY,IA,3315.3645000000065,3004.0,2011,16674.0
CHEROKEE,IA,1717.2229952250054,1180.0,2011,12060.0
HAMILTON,IA,2170.4699250000053,2079.0,2011,15755.0
TAYLOR,IA,403.56181499999985,435.0,2011,6354.0
LEE,IA,11985.708457500255,9943.0,2011,35854.0
HENRY,IA,2732.1669375000088,2016.0,2011,20257.0
IOWA,IA,1835.2282875000092,1664.0,2011,16342.0
DALLAS,IA,8911.323281362571,5251.0,2011,64383.0
JONES,IA,2267.6336627250075,2332.0,2011,20699.0
GRUNDY,IA,1902.9541097625104,1834.0,2011,12407.0
AUDUBON,IA,544.1299124999991,661.0,2011,6141.0
CALHOUN,IA,1037.8470038625017,1217.0,2011,9754.0
BUENA VISTA,IA,1724.9027250000051,1778.0,2011,20078.0
DUBUQUE,IA,14173.189597725328,13617.0,2011,93227.0
DICKINSON,IA,2795.23388385002,2731.0,2011,16712.0
TAMA,IA,1470.0176813625023,1460.0,2011,17864.0
BOONE,IA,8159.040267487659,5344.0,2011,26380.0
HUMBOLDT,IA,1740.5680124999978,1568.0,2011,9860.0
MADISON,IA,3807.5846250000127,2406.0,2011,15591.0
CARROLL,IA,4204.836532950048,3851.0,2011,20809.0
BENTON,IA,2290.2664875000087,1988.0,2011,26089.0
VAN BUREN,IA,927.1933020375027,506.0,2011,7617.0
WINNEBAGO,IA,2811.7323900000065,2053.0,2011,10892.0
STORY,IA,11797.150556362825,10323.0,2011,88577.0
DECATUR,IA,1870.943542500007,1209.0,2011,8451.0
CLARKE,IA,3685.6441338375093,2720.0,2011,9251.0
BREMER,IA,7030.553299312674,6647.0,2012,24294.0
MONTGOMERY,IA,2554.2467025000155,2196.0,2012,10710.0
EMMET,IA,1088.1219375000028,717.0,2012,10263.0
DALLAS,IA,8276.905957500068,4908.0,2012,66997.0
RINGGOLD,IA,825.5142000000028,672.0,2012,5123.0
DUBUQUE,IA,14264.899632712582,13013.0,2012,93776.0
ADAIR,IA,1553.273775000005,1458.0,2012,7628.0
WEBSTER,IA,10490.03761500015,8188.0,2012,37895.0
CALHOUN,IA,1114.1975775,1245.0,2012,9936.0
HENRY,IA,2612.886675000017,1966.0,2012,20242.0
SAC,IA,778.3919454375003,729.0,2012,10307.0
LUCAS,IA,2438.1002713500084,1274.0,2012,8913.0
HAMILTON,IA,2345.1282000000133,1651.0,2012,15614.0
FREMONT,IA,1087.5262538625036,964.0,2012,7373.0
MARION,IA,11106.82050862521,6637.0,2012,33388.0
WAPELLO,IA,9261.956046787529,6002.0,2012,35449.0
